hash,message,hashes_of_parents,is_merge_commit,list_of_modified_files
63bece1234b446ec0f1354ca5d8b62e18914383c,"Merge pull request #436 from airbnb/harry/single-line-comments

[comments] update 17.4, 17.5 examples to follow 17.2. fixes #430","['bd98ed3b285f837382bea08a53656fe16662a27e', '63bf905ed6ab4d33f75ee4147d9e38745aba4cf3']",True,[]
fa1fd87c53612b529da2f8d54d9a537b99cbc07f,"Merge pull request #442 from tomekwi/fix-eslintrc

Get rid of `no-reserved-keys` in the .eslintrc","['63bece1234b446ec0f1354ca5d8b62e18914383c', '3c260d8e8abf4b0653dbbb4e1ade6c8bf1ea64c6']",True,[]
d2db3b6290da2c3d5f035a7245607c75aa7cc0c2,change duplicate 18.5 to 18.6,['0c29596a7eaf8f03c8a85428014075041098db0f'],False,['README.md']
c4fdbc2742367ac33d4297de525f8fa246f5dae6,"Recommend exporting `propTypes` as a named export

By exporting `propTypes` as a named export *as well* as attaching them to the ""class"", they can be explicitly imported by tests and other components in a way that aligns with the future ES6 module dependency graph, rather than as an arbitrary property that isn't statically verifiable. Doing both is great imo.

Thoughts?",['909fc8b5d708e890c24c7d42644dc8156a9f4d76'],False,['README.md']
d2be5f3c74780f4ef466901dea06c926a601b351,"Merge pull request #446 from tschuy/master

change second 18.5 to 18.6","['67c0f0ea7dac3096fdcbd459813c7ed32abf976d', 'd2db3b6290da2c3d5f035a7245607c75aa7cc0c2']",True,[]
425e1f9cb9a1d14c473e93bb2d365361e1fd2092,"Merge pull request #478 from tayre/typo_fix

s/Javascript/JavaScript","['d2be5f3c74780f4ef466901dea06c926a601b351', '6175c67a79af6fab46898b0cef16e474ec40aa1d']",True,[]
048e22ea989120dc9b6afe715dc24e7762504aa8,somewhat modularize eslint-config-airbnb; add some tests,['67c0f0ea7dac3096fdcbd459813c7ed32abf976d'],False,"['index.js', 'index.js', 'package.json', 'react.js', 'test-base.js', 'test-react-order.js']"
fde9c12719db1649dcee075d19883704fb4dd82e,"Merge pull request #479 from justjake/jake/some-small-issues

Modularize eslintrc, add tests","['425e1f9cb9a1d14c473e93bb2d365361e1fd2092', '2d90ebf11b06788f7d686a183182eeacaa767a5c']",True,[]
c95af97e612db57a242c7c1de29fd4a9754211d4,"Add no-undef

Fixes #454
Fixes #473",['79bce5f8e1e2dc656f7fc0178ffb639412bf9732'],False,['index.js']
7619b854b21c6ffdb14ae7d2294f23cb79e0259f,Remove issues from how to add to “in the wild”,['f0619f6ba00e7fe69463bd8106daea79716e0daf'],False,['README.md']
42004528870547a6dc9970fc67e7e8f7e63116aa,"Merge pull request #517 from hyperoslo/change/in-the-wild-instructions

Remove issues from how to add to “in the wild”","['f0619f6ba00e7fe69463bd8106daea79716e0daf', '7619b854b21c6ffdb14ae7d2294f23cb79e0259f']",True,[]
58c901c3303610639327a6525613c5c8dfb8f949,use eslint 1.3.0 (fixes #515),['e40ea1c24e09c9fba1b4d95b63ab6283dabd4ef6'],False,['package.json']
7d0e236b596e85ec42a8747913b0cf57c113522b,"Clarify proper type casting for Numbers

Clarifies when to use `Number` vs. `parseInt` for Number type casting.

Fixes: #523",['58c901c3303610639327a6525613c5c8dfb8f949'],False,['README.md']
3c3c9a299d8986819af2387e5a4766196480f1e7,Fix link text.,['be61bbd53c93b4937be7c313c87a0a24c6f64be5'],False,['README.md']
efe7507e65a6ef95f04ffa33297ae397e8b63399,"export default should not be inline with the class declaration

When there are static variables like `propTypes` and `defaultProps`, we shouldn't export them until we have actually set them onto the `Component`. This may change if the current ES7 proposal for static class properties gets accepts, and we update to support it.",['89d1e07882cbcab91c3f51be3d58c77342193909'],False,['README.md']
ab0a6ca92ba7c43bcb7abb96b6630c46e3a0b2e1,"eslint: Add missing `space-before-keywords` rule

All examples in README.md seem to agree on avoiding missing whitespaces
before keywords such as:

    if (cond) {
    }else {       // no space before 'else'
    }

    try {
    }catch (e) {  // no space before 'catch'
    }

This patchs adds the `space-before-keywords` rule as an error (as is
`space-after-keywords` already).",['89d1e07882cbcab91c3f51be3d58c77342193909'],False,['style.js']
b056ad09bb321169729ce1c6487056716154fe2e,Flag modification of variables that are declared using `const` keyword as an error.,['01ba082cf32f40de079fbf0ad80b857948cdf25c'],False,['es6.js']
7b834b989c9829ba0693ff7e3c74eb5ec058c18e,"eslint: Fix `no-mixed-spaces-and-tabs` turn off

Currently the way the rule is defined, mixing spaces and tabulations in
indentation is allowed. However, the comments and documents seems to say
the opposite.

This patchs turns the rule on so mixing spaces and tabs is NOT allowed.

Fixes: #539",['893ffb34fe71e31c5e7fbc300429bc9408e5a2ea'],False,['style.js']
2c172bbe3be04fdd23ba67d92dadc34da843dc20,"Merge pull request #561 from adrienverge/issue-539

eslint: Enforce `no-mixed-spaces-and-tabs`","['893ffb34fe71e31c5e7fbc300429bc9408e5a2ea', '7b834b989c9829ba0693ff7e3c74eb5ec058c18e']",True,[]
f2f8186d0f878c29209430dd0860745728ee4b53,"Start to write a realistic ""testing"" section",['2c172bbe3be04fdd23ba67d92dadc34da843dc20'],False,['README.md']
bbeb6a0d38e536cedf79941031d5522cd4f8990a,"Merge pull request #562 from airbnb/ljharb/testing

Start to write a realistic ""testing"" section","['2c172bbe3be04fdd23ba67d92dadc34da843dc20', 'f2f8186d0f878c29209430dd0860745728ee4b53']",True,[]
f130c0ffa26ae24f2e18bac33bc5cf7f62a2d938,[6.5] add backticks around stray eval. fixes #556,['88d508400941600a71f45a245748346af9e62d1d'],False,['README.md']
a4e5858a35843f1d73e6c523a31236657fa0a01c,"Merge pull request #566 from airbnb/fix-stray-eval

[6.5] add backticks around stray eval. fixes #556","['88d508400941600a71f45a245748346af9e62d1d', 'f130c0ffa26ae24f2e18bac33bc5cf7f62a2d938']",True,[]
c501e0d5a667045635938b5ba433eee340b6ffff,Use require.resolve to allow nested extend,['60480c05ea6c2d0f172302f845c39f5f62accb8d'],False,"['base.js', 'index.js', 'legacy.js']"
a3495e07f484513db203e5d5654e47b221c19f4a,"Avoid the word ""mutate"" while explaining `const`",['60480c05ea6c2d0f172302f845c39f5f62accb8d'],False,['README.md']
639e3c709ab727c6121245a9c75a6cc783f18649,"Merge pull request #584 from jonathanp/master

Avoid the word ""mutate"" while explaining `const`","['60480c05ea6c2d0f172302f845c39f5f62accb8d', 'a3495e07f484513db203e5d5654e47b221c19f4a']",True,[]
6debbcdd733bd00fb7c7f155d86e130337f9709b,"Add Section 18.11 - Add spaces inside curly braces

Fixes #593",['ee3759a7eddd2ba96210c90b0d2ff87d9ba6d209'],False,"['README.md', 'style.js']"
4ccd04b69a8ca915b9637ac63e6f792f73f57553,"I abhor switch statements, but their indentation should be:

```js
switch (foo) {
  case 'bar':
    break;
}
```

not what the plugin currently requires:
```js
switch (foo) {
case: 'bar':
  break;
}
```",['6e6a2b91e1335b95cb83d505dc3c27ac11f1dc6e'],False,['style.js']
2c3b75d256946f3a7c761bf84ee0f45e6bc3952b,"Merge pull request #606 from airbnb/ljharb/fix_switch_indent

[breaking] Fix switch statement indentation rule","['6e6a2b91e1335b95cb83d505dc3c27ac11f1dc6e', '4ccd04b69a8ca915b9637ac63e6f792f73f57553']",True,[]
326100a7b9bf9493372e5fb0ca5940420ae8bddf,"Merge pull request #605 from airbnb/ljharb/fix_function_spacing

[breaking] Require function spacing: `function <optional name>(`","['2c3b75d256946f3a7c761bf84ee0f45e6bc3952b', '599ca4f1238ed3b57f4f5b721f253d2d1b75cda2']",True,[]
4c0a70e4358704f4eb39a287bc8a3106825db19c,"[eslint config] v2.0.0

 - separate changelog",['326100a7b9bf9493372e5fb0ca5940420ae8bddf'],False,"['CHANGELOG.md', 'README.md', 'package.json']"
a31c72a1e5fa56891b35bf63741b34868a66a9b3,"Fix example for section 7.11

The missing newline caused the markdown parser to misinterpret the beginning and end of the code block.",['4c0a70e4358704f4eb39a287bc8a3106825db19c'],False,['README.md']
f0fb3957144d8388f57be3a44acdb8d98ffc1b4b,"Merge pull request #607 from JonAbrams/patch-1

Fix example for section 7.11","['4c0a70e4358704f4eb39a287bc8a3106825db19c', 'a31c72a1e5fa56891b35bf63741b34868a66a9b3']",True,[]
721b8cd01fe44aa9167699a041dd7695b38aa64a,Fix syntax highlighting in section 15,['6c89f9587f96688bf0d4d536adb8eb4ed9bf0002'],False,['README.md']
802725d36632b0963cd67fe5bec49aa863bb0c78,"Merge pull request #615 from winterbe/fix15

Fix syntax highlighting in section 15","['6c89f9587f96688bf0d4d536adb8eb4ed9bf0002', '721b8cd01fe44aa9167699a041dd7695b38aa64a']",True,[]
514bd87d1a8d96f7259ed4d1bcc9eb64618811a0,"Require space before/after arrow function's arrow (arrow-spacing)

Enable [arrow-spacing](http://eslint.org/docs/rules/arrow-spacing.html) rule, code with space before/after arrow function's arrow is easier to read.
```js
() => {};
(a) => {};
a => a;
() => {'\n'};
()=> {};     /*error Missing space before =>*/
() =>{};     /*error Missing space after =>*/
(a)=> {};    /*error Missing space before =>*/
(a) =>{};    /*error Missing space after =>*/
a =>a;       /*error Missing space after =>*/
a=> a;       /*error Missing space before =>*/
()=> {'\n'}; /*error Missing space before =>*/
() =>{'\n'}; /*error Missing space after =>*/
```",['802725d36632b0963cd67fe5bec49aa863bb0c78'],False,['es6.js']
8c76e4f4862e416fe87d7857bbe4479728006d97,"Merge pull request #617 from frenzzy/patch-1

[eslint config] [breaking] Require space before/after arrow function's arrow (`arrow-spacing`)","['802725d36632b0963cd67fe5bec49aa863bb0c78', '514bd87d1a8d96f7259ed4d1bcc9eb64618811a0']",True,[]
b1500397e1bba4120b10b850038bfff3177fda42,"[eslint config] enable `object-shorthand` rule.

Fixes #621.",['28a83da1d11a200014c7d33abf95b5b1bbf7b604'],False,['es6.js']
a7541c9b229a15868d14056025b99f333289f171,"Merge pull request #582 from jkrems/jk-require-resolve

Use require.resolve to allow nested extend","['b1500397e1bba4120b10b850038bfff3177fda42', 'c501e0d5a667045635938b5ba433eee340b6ffff']",True,[]
0fc31eaf1cd554bb8a0118168c761ace0ad788e0,[eslint config] fix b1500397e1bba4120b10b850038bfff3177fda42,['4ab41ede1bb800fc50defa357a889d3a9aa0667a'],False,['es6.js']
09bf5e8301fe5484a32192cf2f3262129024bcbc,"Merge pull request #622 from billyjanitsch/jsx-quotes

[eslint config] [fix] Remove deprecated react/jsx-quotes","['60b01bdfb9de42be2032f14bc3fd41b5f6da61a7', 'bbcb1371e57b926f25324d4ea0d24b446f164aa1']",True,[]
88484cec8d317d3a2675624afbce5ca1b7a45b24,"Merge pull request #627 from amplii/no-param-reassign-with-props

[eslint config] [breaking] update best-practices config to prevent parameter object manipulation","['fcc41eecd76480f34f7bb9084d8cdfcf71528625', 'a533a4fb93c6f1385c2e3ede07a922df6a50dc6a']",True,[]
4cdc3fe4831c57b0eadd8127ab03a4753382ff78,[eslint config] [breaking] enable `quote-props` rule.,['ccc1fab899d5157ab67871e11206cabadd767f90'],False,"['README.md', 'style.js']"
eea8efe55130ae24e04e824cd0186e10e30c983d,"Merge pull request #635 from lencioni/no-is-mounted

[eslint-config] [breaking] Enable react/no-is-mounted rule","['0af35c9883f6ebb795c5d317ba8af65e450146de', 'f2dc5043a1038a2db58c3e9c59102f96c960d8f2']",True,[]
8815205471efaf071bebfaa7eced95c11aea1095,"Merge pull request #421 from chrisngobanh/jshintrc-fix

Rename jshintrc to .jshintrc","['75617bd6197c293155953cfd6fc82fdebdbb397a', '8989a8a51389562e0440af0546b5b284e0e26bda']",True,[]
ae691883043ed06c32e94e50d3dc5d201190ba79,Removing file extensions. Fixing typos.,['5c3137d7364b65c9e3300682dd53a68fd595bda2'],False,['README.md']
e12e5f0480c958dabd2476aac8fe1890b3185a9b,Removing name prefix rules.,['ae691883043ed06c32e94e50d3dc5d201190ba79'],False,['README.md']
fcd1c1d9dcc6cfac83aa0db7b9d203c038d6ad36,"Merge pull request #619 from kesne/jgens/react-cleanup

[eslint config] [breaking] [react] Minor cleanup for the React styleguide","['8815205471efaf071bebfaa7eced95c11aea1095', 'e12e5f0480c958dabd2476aac8fe1890b3185a9b']",True,[]
e2e4724fbb079c0dc18481bd10443323df2838c1,"Address comments in #639

[eslint] Add comment above `max-len` rule with link to its docs
[eslint] Change tab width for `max-len` rule from 4 to 2
[eslint] Replace double quotes around `max-len` with single quotes
[eslint] Use object form of `max-len` and include all of the options",['f1c249bcd35141f72b3b4e72dae0df210119e9fe'],False,['style.js']
6d00939747b4843e8f7669074d9ecb88c9786e45,"Merge pull request #639 from chrisngobanh/max-len

[eslint config] [breaking] Define a max line length of 100 characters","['fbf81eba3a02ef2dc4c92b0d98f93a4bad99869d', 'e2e4724fbb079c0dc18481bd10443323df2838c1']",True,[]
3869c21182e05cc6bc754d077364d41eef6189a5,Fix indentation and spacing.,['aacaca81c87a50e36929147efced03be70364323'],False,['README.md']
8e54961aeb4008a297559663c4ccdeb760090b1e,"Fix max-len rule definition

The current definition is valid only in eslint@2.x.x, but this package has a dependency on eslint@1.10.3 which doesn't have all those options yet.",['6184703f1ca1c164aeac4efcd1238cfb8d760796'],False,['style.js']
ceb4195636fb4f40997d0a6dae2af7ff4802fab8,"Merge pull request #651 from gergoerdosi/max-len

[Fix] fix max-len rule definition for eslint 1.x","['6184703f1ca1c164aeac4efcd1238cfb8d760796', '8e54961aeb4008a297559663c4ccdeb760090b1e']",True,[]
896783d20c5ba3510bd5abf989fb553ed36a2542,"Link newer ESLint rule (namely comma-dangle)

The ""no-comma-dangle"" rule was deprecated in favor or ""comma-dangle"" in
ESLint v1.0.

See http://eslint.org/docs/rules/no-comma-dangle.html,
http://eslint.org/docs/rules/comma-dangle, and line 4 of
packages/eslint-config-airbnb/rules/errors.js.",['ceb4195636fb4f40997d0a6dae2af7ff4802fab8'],False,['README.md']
766f3585db359b93e77d441a5a1a2deddfbef506,Fix typo,['b54ce438c8e590ae25154277d69a802d247a28d1'],False,['README.md']
4ca5764a306365a11a83e8dfd533b754ed9f65b0,"Require parentheses

As suggested by @ljharb in https://github.com/airbnb/javascript/pull/579#issuecomment-166981740",['766f3585db359b93e77d441a5a1a2deddfbef506'],False,['README.md']
ccc1fab899d5157ab67871e11206cabadd767f90,"Merge pull request #579 from tomekwi/fix-braces-text

[guide] Bring back note about braces","['619ff1cfd1c9523e92e3ec0475851eff5cfd5605', '4ca5764a306365a11a83e8dfd533b754ed9f65b0']",True,[]
77eda9a8e31876e3f1e507ca0ccd581b4031c8d2,"Merge pull request #632 from airbnb/ljharb/quote_props

[eslint config] [breaking] enable `quote-props` rule.","['ccc1fab899d5157ab67871e11206cabadd767f90', '4cdc3fe4831c57b0eadd8127ab03a4753382ff78']",True,[]
81c58472b6cf6ea486365faf257e97100d85fa7f,Fix a bug introduced in f2afce75e949eacd1ba64e89b863105828976f20 / #581,['77eda9a8e31876e3f1e507ca0ccd581b4031c8d2'],False,['react.js']
6120656fd236c7076b3ebee007e3e59973435199,Fixed typo in URL,['06595a25f7f0fbaacb2ce499e429eb6896cb436d'],False,['README.md']
a260d2042fc8344ef7516a3e6e5d15fdb0019560,"Merge pull request #658 from foaly-nr1/patch-1

[guide] Fixed typo in URL","['06595a25f7f0fbaacb2ce499e429eb6896cb436d', '6120656fd236c7076b3ebee007e3e59973435199']",True,[]
9af944dd0513b95b910cd69371c2d0f2c38f87b3,"[eslint config] [fix] because we use babel, keywords should not be quoted.",['a260d2042fc8344ef7516a3e6e5d15fdb0019560'],False,['style.js']
4ef335e24276a6c2a46fe7a0674f49cfcff79796,"[eslint config] [breaking] require outer IIFE wrapping; flesh out guide section.

There was lots of discussion [here](https://github.com/airbnb/javascript/issues/21#issuecomment-10203921), but now that we have both a modern build system and an eslint rule requiring terminating semicolons, the concerns with the “crockford” style no longer apply.",['c2fd8fbbd6cf058244024db3ab791ddba15567a1'],False,"['README.md', 'best-practices.js']"
c778ade84166ab8061d408696f2ce8614491545f,"Fix case type on line 3 comment

Update case type to resemble other comments",['9498b3f7c485f56aa22549b95428aea5d2aa53fd'],False,['best-practices.js']
ab58d3b68eff9fd45db9bc8c78b99e61016e39f9,"[Tests] run `npm run lint` as part of tests; fix errors.

hat tip to https://github.com/airbnb/javascript/pull/678#issuecomment-172017623",['a4845a82cf41d8589bb28283761ea096346c621c'],False,"['base.js', 'index.js', 'legacy.js', 'package.json', '.eslintrc.json', 'best-practices.js', 'react.js', 'style.js', 'variables.js', 'test-react-order.js']"
396e4611c42416aa3b2af6ed193c3684251d9f68,[Tests] use `parallelshell` to parallelize npm run-scripts,['ab58d3b68eff9fd45db9bc8c78b99e61016e39f9'],False,['package.json']
93a957f4f63c076992c6cc487dcb1cc79c31f79d,fix typo,['396e4611c42416aa3b2af6ed193c3684251d9f68'],False,['README.md']
fb65b9ae04d6215db4825fc07e4f90eac07b4ed7,[guide] fix a few IIFE examples,['018dd6e35940900f277e89008a5c523b7b27f3b3'],False,['README.md']
aa6a20e23743c886cc98f4fbba9207f70a3e78e4,"Merge pull request #683 from kvzivn/patch-1

fix typo","['fb65b9ae04d6215db4825fc07e4f90eac07b4ed7', '93a957f4f63c076992c6cc487dcb1cc79c31f79d']",True,[]
4d2578cc83affc21fbddfa3c7753b0c05e0205fb,"Fix PR comments

- Space between function name and args;
- use `render(){}` syntax in object literal;
- Fix link to section;",['a568c7cf18f444cc4039fd6866d39b793926e54c'],False,['README.md']
fb3c4cac200861f2e6dd77e8bf7f29ce9be02d5e,"Fixed minor capitalization change in Hoisting

Not sure if it's an actual fix, but just noticed this was the only comment that had capitalization that wasn't a proper noun",['06746fa39db2fdc940a147d5733f50955e975886'],False,['README.md']
0839881fd27b226844a757b8b2eaf8c42abf0ea6,"Merge pull request #679 from jshen212/patch-1

Fix case type on line 3 comment","['2c9833fbc2fdc455bcdd4781de389c03f635d51e', 'c778ade84166ab8061d408696f2ce8614491545f']",True,[]
02e1b4e3959f0580ef5d1921169f3d2fbfab3c41,"Fixed capitalization

Bitshift changed to bitshift",['c25dbac620b258c4421251bc403fffa1051de61e'],False,['README.md']
760e50704cebff4fa07e237d50a10d4fd8b0234a,"Fixed capitalization

Fixed capitalization of ES6 to match the rest of the README.",['da1d031ff8479e57da013a03e482d429e68519b3'],False,['README.md']
51510a43c83811406d2098f19e7af90a30918f64,"Fixed capitalization and comment spacing

Fixed line 1219 to have a lowercase 'a' to be consistent with the style guide.
Fixed line 1831 to only have one space between the // and the =>",['784d029980003d1ff90b472abcd0974496d6d765'],False,['README.md']
38d9b34b2720a2f26e9fa33365836e26d9a7a44e,"Avoid lexical declarations in case/default clauses

This commit adds guidance warning people to avoid lexical declarations
in case/default clauses and enables the corresponding ESLint rule.

  http://eslint.org/docs/rules/no-case-declarations.html

We didn't have a section on switch statements yet, so I thought about
starting one. It seemed like it would best fit between section 15
(Comparison Operators & Equality) and section 16 (Blocks), but I didn't
want to mess up all of the following numberings, since people probably
have references to them. I considered adding this near the end to
minimize this effect, but it really seemed to belong near these other
things. I landed on appending it to Section 15 (Comparison Operators &
Equality) and I think it sorta fits there since switch statements are a
related concept.",['206e13b1855647c7c66e0a3809f5a8a0b93e54f1'],False,"['README.md', 'best-practices.js']"
fa4925be82be1bdb8068dd596301632ccc8aeae8,"Merge pull request #712 from lencioni/no-case-declarations

[eslint config] [breaking] Avoid lexical declarations in case/default clauses","['206e13b1855647c7c66e0a3809f5a8a0b93e54f1', '4d74fe1f5ab7e2f67e4ad837387debbf276e3929']",True,[]
7e15ccf4cb39d370e085c860901cce5d9d01d810,[eslint config] [breaking] disallow unneeded ternary expressions.,['fa4925be82be1bdb8068dd596301632ccc8aeae8'],False,"['README.md', 'style.js']"
6f1d92851c56752cf5c8bcad134cccea8fbd6ce0,[eslint config] [fix] `s/no-case-declaration/no-case-declarations/g` (from #712),['b6920af58119409c7983f0fa4ea566ee58349a61'],False,['best-practices.js']
a8461e045328daf2ae8b007301d9cbb6607383bc,[eslint config] [fix] fix `npm run lint`,['6f1d92851c56752cf5c8bcad134cccea8fbd6ce0'],False,['style.js']
e007ec5be9f54c2a0fdfcfc6e8f193f0ceb11692,"Sort static methods above constructor for React

I think it makes more sense to put static methods above the constructor
in classes. I would like to update the ESLint configuration to match
this, but it looks like the react/sort-comp rule does not support it
quite yet.

  https://github.com/yannickcr/eslint-plugin-react/issues/128",['24e7fd0c147eeb9a2082301af09d44a56b181cf0'],False,['README.md']
da4213c6dd6b842f72171fc669007185e03902d8,[eslint-v2] fix no-labels rule,['1efb11ca93e6fd3d22c3a09825fcd4c7c3c896e8'],False,['best-practices.js']
3aa8c584871474a5bacbc32158e8e76d1ccf94df,[eslint-v2] fix keyword-spacing style and sorting,['4f32315b24e9545a4e5f8c226a989dbafc1c2099'],False,['style.js']
d952efed242e9f4e25f3a4b45b7f62075a1a26e2,[Fix] `eslint` peerDep should not include breaking changes.,['44cc90f31cf09655a0363827af082335defd619a'],False,['package.json']
5109c849268020266b300229d7efd2de50f94c21,[eslint-v2] fix no-labels rule,['75807b9d5ead326be45f4719d81bda52d2bbb32a'],False,['best-practices.js']
91b83650b006764d1b235b79c265151c8b00ba19,[eslint-v2][constructors] fix bad + good examples,['1cbc628c49fe8e9540028f8a560b43ebdd08c82b'],False,['README.md']
1f12a12be474bc9f61b2b1556549e865f3be114c,[eslint-v2] fix empty constructor example,['e1a087fbb1eeb861acce7bab67476ccd4dd080e0'],False,['README.md']
65609373bfe33e5d86b2ac04ff2fd7f0aaa6a8a2,"[eslint-v2][template strings] add template-curly-spacing rule, fix #716",['1f12a12be474bc9f61b2b1556549e865f3be114c'],False,"['README.md', 'es6.js']"
e0959d0f1d35105a9db8d972e0f844daf0dfa072,[eslint-v2] fix rule links in readme,['65609373bfe33e5d86b2ac04ff2fd7f0aaa6a8a2'],False,['README.md']
3983d380edd22fe7546f9fef2d04fc69a5db04f7,[eslint-v2][arrays] fix example,['b79e9512801f798698f15baaaec92c328c0af6c0'],False,['README.md']
0f32b96c125784e0db507682d3fb2fe05098e903,[changelog] update changelog for 6.0.0,['3983d380edd22fe7546f9fef2d04fc69a5db04f7'],False,['CHANGELOG.md']
4574659833a8d1c6c45833bb06743ababa6929e8,"rearrange comma-dangle rule to match es5/es6 codestyles, fixes #741",['aa9add108e71dc69c9baa984894ce5914c973251'],False,"['errors.js', 'es6.js', 'legacy.js']"
8a6f00968db332594d1181ffa05894c2fb3fc906,"Fix no-useless-constructor example.

Per https://github.com/airbnb/javascript/pull/730#discussion_r53565774",['b648de3233c157c81b9d6301d061e16136ca1d29'],False,['README.md']
12fb48611ad2c035ba0aa30ccb5a708263867261,"Disable `newline-per-chained-call` until `eslint`’s bug is resolved.

bug: https://github.com/eslint/eslint/issues/5289

Closes #748.",['8a6f00968db332594d1181ffa05894c2fb3fc906'],False,['style.js']
50ff33de88f6f1363a27e61d59f2c950cf0bd9f8,"Small typo fix in 18.6 'bad'-example.

Function call 'class()' to 'classed()'.",['f4e94ade2ba9f42edea07977f4b0bfcb90c448d5'],False,['README.md']
f12b2a195aa53447cc2d902628af7e76d35ec447,"[Dev Deps] update `babel-tape-runner`.

Closes https://github.com/wavded/babel-tape-runner/issues/11",['50ff33de88f6f1363a27e61d59f2c950cf0bd9f8'],False,['package.json']
33f1ddb4c534e0db605cca3d4060113b32c248ce,"Disable `no-confusing-arrow` until eslint’s bug is resolved.

bug: https://github.com/eslint/eslint/issues/5332

Closes #752.",['f12b2a195aa53447cc2d902628af7e76d35ec447'],False,['es6.js']
db8b07f51ad54682bd0225a42d9d5325044ab8f2,Fixed README typo,['6c637b97d919f9434ea00fedaa367794e0cad49e'],False,['README.md']
cba519a4424286bc3a2a9374b64d35e706be5632,Updated CHANGELOG.md,['714f71d1d2f9788742e0949dabb0cee4677e8929'],False,['CHANGELOG.md']
d321f68c462acbec50d9cf6a977f1a4a50e8924e,Fix word spacing and preserve consistent quotes,['b32122d5ad0c41ea28677aa9b899da7e7330170a'],False,"['best-practices.js', 'react.js']"
7684892951ef663e1c4e62ad57d662e9b2748b9e,fixes tiny typo's on JSCS rules,['d321f68c462acbec50d9cf6a977f1a4a50e8924e'],False,['README.md']
607ad012eeaa4e72601b381d49ddb905dee2f138,change wording for 8.2 for consistency,['7684892951ef663e1c4e62ad57d662e9b2748b9e'],False,['README.md']
246cde0de837218c16595246f81c900320c57c0b,Fix the typo error in JSHint link,['607ad012eeaa4e72601b381d49ddb905dee2f138'],False,['README.md']
32e3e0f45a60aeed038619116548de6ff8197c16,"Update README.md

Add colon to TODO and FIXME.",['246cde0de837218c16595246f81c900320c57c0b'],False,['README.md']
762b7510ab8ff0e3f282c9ae6cc985f8262038a8,fixed a broken link to REI's JS style guide,['32e3e0f45a60aeed038619116548de6ff8197c16'],False,['README.md']
4709e644c0a622e020c3d5446a4cb1f22e910b10,"[guide] Permanent links.

 - Preserve the original links, because cool URLs don’t change.",['9e87e1d13bb8258adcdc7b05c7bece52adc1abbb'],False,['README.md']
6f125a5e85840c08594bfc2a3d1c181282634fc9,fix react/prefer-stateless-function link,['8fe2f9ed522107e5f22794402342006fa2139aff'],False,['CHANGELOG.md']
9eb24d6b61515747f5a67f179ddb3d73ad385121,"[editorial] clean up some constructor examples

Fixes #792",['6f125a5e85840c08594bfc2a3d1c181282634fc9'],False,['README.md']
5ded256d3fab29b7b3fa42238093b9af632fb32b,"[Fix] re-enable `no-confusing-arrow` rule, with `allowParens` option enabled.

Per #752, fixes #791.",['9eb24d6b61515747f5a67f179ddb3d73ad385121'],False,['es6.js']
8db205c4d2309fcf31c2681366bdd35d68c77dff,"Fix ""object destructuring for multiple return values"" example

... to use the same destructured properties in the good and bad code.",['f796cfc81f14d80b67f341a436c4c31f3500bcd1'],False,['README.md']
24565121c1847fbf27d0854a1d2fc9accbbef4df,[eslint config] [breaking] add `no-duplicate-imports` rule.,['5ce6fb1eae2b0a948e526d127654b044f34d3b1b'],False,"['README.md', 'es6.js']"
81241b83cf3a95c1560d4080c39bf8b57381656f,[eslint config] [breaking] add `no-useless-escape` rule.,['24565121c1847fbf27d0854a1d2fc9accbbef4df'],False,"['README.md', 'best-practices.js']"
062929ee5f5ca368b2b36390fc36aed34ed96797,[eslint config] [breaking] error on debugger statements,['5ec8765a28923671a59465901c03a7f997eb861a'],False,['errors.js']
76e1e4c1de263948f9c35bf43c4de526b17bebb9,"[eslint config] [breaking] Add `no-dupe-class-members` rule + section.

Closes #785.",['5b9f081d1dac5240f60313784de316c9a63fde62'],False,"['README.md', 'es6.js']"
c5366984b3b119891e36f40651df6da334e649c3,"Merge pull request #813 from lencioni/jsx-a11y

[eslint config] [react] [breaking] Add accessibility rules to the React style guide + `eslint-plugin-a11y`","['6e770062bb84aa054ff939c1b805cbb12e9195a1', '3f73e35b1874128161a97acbc6a299a801ec077b']",True,[]
7c0bb0a6de0660d21166a4762330b27746e9244a,[eslint config] [breaking] enable `react/require-render-return`,['7b5731157f31d2dfd4aeb45180cfd6812c8b0f9c'],False,"['react.js', 'README.md']"
f5d6e9646c3b6b450380d3bc952eac662768debc,"[guide] Update eslint rule for keyword-spacing, small fix for consistency",['7c0bb0a6de0660d21166a4762330b27746e9244a'],False,['README.md']
a929776d67ea3471993356e5819c4099963175d7,"Improve guideline for image alt text

After digging into this rule a little more with @evcohen, we believe that
it is okay for images to have an empty string for alt text and have
updated the plugin to reflect that understanding. This commit bumps our
dependency on the rule to include this fix and updates our guideline to
match.",['f5d6e9646c3b6b450380d3bc952eac662768debc'],False,"['package.json', 'README.md']"
bcc5c5d8dd55a69f49421fc910c35211b241c824,[Tests] run subpackage tests at top level.,['93b0a10eb725b54a6601d32e6267410508fc3a8a'],False,['.travis.yml']
